belong_1,belong_2,belong_3,belong_4,belong_5,belong_6,acad_1,acad_2,acad_3,acad_4,acad_5,acad_6,stress_1,stress_2,stress_3,stress_4,stress_5,stress_6,disc_1,disc_2,disc_3,disc_4,disc_5,disc_6,div_1,div_2,div_3,div_4,div_5,div_6,div_7,gender,first_gen,transfer,ethnicity,mother_edu,major,year,status,financial_challenge,college_gpa,total_belonging,total_academic,total_stress,total_discrimination,total_diversity
4,3,4,4,4,1,5,1,5,1,4,2,4,4,2,4,2,5,3,3,5,3,5,3,1,4,1,3,4,1,4,Female,No,No,Latino,College,Non-STEM,Senior,Domestic,To a large extent,3.81,3.333333333,3,3.5,3.666666667,2.571428571
1,3,4,2,3,2,5,4,2,1,5,5,1,4,3,3,4,5,3,4,4,4,1,4,4,2,1,3,5,1,1,Female,Yes,No,African American,College,Non-STEM,Sophomore,Domestic,To some extent,2.43,2.5,3.666666667,3.333333333,3.333333333,2.428571429
3,2,5,3,1,3,3,3,3,3,4,1,5,5,1,1,5,5,4,2,5,1,5,3,3,3,3,3,3,2,2,Male,No,No,Other,Less than College,Non-STEM,Freshman,Domestic,To a large extent,2.73,2.833333333,2.833333333,3.666666667,3.333333333,2.714285714
2,4,4,4,1,1,3,5,5,3,3,3,1,4,1,1,3,5,2,2,2,3,1,2,4,5,4,2,3,5,5,Female,Yes,No,African American,Graduate,Non-STEM,Sophomore,International,To some extent,3.84,2.666666667,3.666666667,2.5,2,4
3,1,5,2,2,4,4,3,3,2,3,4,4,2,3,5,4,2,2,4,5,1,2,4,4,1,5,1,3,2,4,Female,Yes,Yes,African American,Less than College,STEM,Freshman,International,To a small extent,3.49,2.833333333,3.166666667,3.333333333,3,2.857142857
4,1,3,4,1,4,2,4,3,5,3,2,3,3,5,3,5,1,1,2,2,1,5,5,3,2,1,2,4,1,5,Male,Yes,No,Asian,Graduate,Non-STEM,Freshman,International,To a large extent,3.46,2.833333333,3.166666667,3.333333333,2.666666667,2.571428571
4,2,3,5,2,1,3,5,2,1,3,5,1,1,4,5,5,4,2,3,4,1,2,5,1,4,1,3,1,2,5,Male,No,No,White,Less than College,STEM,Freshman,Domestic,To a large extent,2.8,2.833333333,3.166666667,3.333333333,2.833333333,2.428571429
1,1,5,1,4,2,5,3,2,1,3,4,3,3,2,1,4,3,5,2,1,4,1,5,4,1,2,5,5,3,5,Female,No,No,White,Graduate,STEM,Freshman,International,To a large extent,3.48,2.333333333,3,2.666666667,3,3.571428571
1,2,4,5,4,5,4,4,4,1,2,3,5,5,3,4,3,4,3,5,1,4,4,3,5,1,5,1,3,4,4,Female,Yes,No,African American,College,STEM,Freshman,International,To some extent,2.78,3.5,3,4,3.333333333,3.285714286
1,5,1,3,2,1,4,4,3,4,3,2,2,2,3,5,3,5,4,5,2,5,5,3,1,4,3,1,1,2,5,Male,Yes,No,White,Less than College,Non-STEM,Junior,Domestic,To a small extent,3.06,2.166666667,3.333333333,3.333333333,4,2.428571429
2,4,1,4,1,4,1,2,4,4,3,5,1,4,2,3,1,5,2,3,5,2,4,3,3,3,3,4,4,3,2,Male,Yes,No,African American,Graduate,Non-STEM,Sophomore,International,To a small extent,2.97,2.666666667,3.166666667,2.666666667,3.166666667,3.142857143
3,2,4,2,2,4,3,1,2,3,1,1,5,5,2,2,5,3,5,4,2,4,4,2,1,4,4,4,5,5,5,Male,Yes,No,Other,Less than College,STEM,Freshman,Domestic,To a large extent,3.7,2.833333333,1.833333333,3.666666667,3.5,4
5,2,4,5,2,2,5,5,2,3,4,5,5,2,2,3,2,2,1,2,2,1,2,1,4,4,5,2,4,1,1,Male,No,No,African American,College,STEM,Senior,Domestic,To a small extent,3.12,3.333333333,4,2.666666667,1.5,3
2,3,5,2,5,3,5,2,2,4,2,4,2,5,4,3,2,3,4,1,5,4,3,5,5,5,1,1,1,5,4,Female,Yes,No,White,College,Non-STEM,Freshman,Domestic,To a small extent,3.42,3.333333333,3.166666667,3.166666667,3.666666667,3.142857143
5,1,1,4,4,4,1,2,4,3,2,5,5,1,2,4,4,2,4,1,2,1,5,5,5,4,3,3,2,1,4,Female,No,Yes,White,Graduate,Non-STEM,Senior,International,To a small extent,2.96,3.166666667,2.833333333,3,3,3.142857143
5,1,5,3,4,1,5,4,2,5,4,4,1,4,5,1,5,4,5,5,5,4,3,4,4,3,5,1,5,4,2,Female,Yes,No,White,Less than College,Non-STEM,Senior,Domestic,To some extent,3.1,3.166666667,4,3.333333333,4.333333333,3.428571429
5,1,1,5,3,1,2,5,2,3,3,1,3,5,4,3,4,4,4,2,4,5,4,2,2,5,5,4,4,5,5,Male,No,Yes,African American,Less than College,Non-STEM,Freshman,Domestic,To a small extent,3.53,2.666666667,2.666666667,3.833333333,3.5,4.285714286
1,5,3,4,1,4,3,5,1,3,4,1,5,1,3,1,3,1,2,3,5,2,4,4,5,2,3,3,3,1,1,Female,Yes,No,Asian,Less than College,Non-STEM,Junior,International,To a small extent,3.61,3,2.833333333,2.333333333,3.333333333,2.571428571
5,1,3,3,4,2,4,4,1,1,4,2,2,4,3,4,2,1,3,1,5,2,4,3,1,5,2,1,4,1,5,Male,No,Yes,African American,Less than College,STEM,Senior,International,To a small extent,2.62,3,2.666666667,2.666666667,3,2.714285714
3,5,2,1,1,4,4,2,4,2,3,3,2,2,3,4,5,4,1,3,2,1,2,3,2,2,5,3,4,5,5,Female,No,Yes,Latino,College,Non-STEM,Senior,Domestic,To a large extent,3.13,2.666666667,3,3.333333333,2,3.714285714
1,5,3,4,2,3,5,2,4,3,2,2,1,5,5,1,4,4,4,3,3,4,4,5,3,1,4,2,5,1,5,Female,No,Yes,Asian,Graduate,STEM,Junior,International,To a large extent,3.11,3,3,3.333333333,3.833333333,3
3,4,1,1,3,3,4,2,5,5,3,3,1,2,1,4,5,4,5,4,4,5,3,3,1,2,2,5,2,2,1,Male,Yes,Yes,Asian,Graduate,STEM,Junior,International,To a large extent,3.13,2.5,3.666666667,2.833333333,4,2.142857143
4,2,3,4,4,4,3,4,2,5,5,2,3,4,3,5,2,5,1,1,3,3,2,2,3,1,2,2,3,1,1,Female,No,No,Other,Graduate,Non-STEM,Junior,Domestic,To a large extent,3.24,3.5,3.5,3.666666667,2,1.857142857
3,1,4,5,4,4,4,3,4,2,1,3,1,2,3,2,2,4,5,3,4,2,1,1,4,1,1,1,4,3,2,Male,Yes,Yes,African American,College,STEM,Junior,Domestic,To a large extent,2.45,3.5,2.833333333,2.333333333,2.666666667,2.285714286
5,5,2,3,1,3,5,2,4,3,2,5,2,1,5,1,3,1,1,1,2,3,2,1,4,3,1,3,4,2,1,Male,No,No,African American,Graduate,Non-STEM,Senior,International,To a large extent,3.86,3.166666667,3.5,2.166666667,1.666666667,2.571428571
4,5,3,2,1,3,3,5,3,1,4,2,4,3,1,2,3,3,1,2,5,3,1,4,3,4,4,5,1,1,3,Female,No,Yes,Asian,Graduate,Non-STEM,Junior,International,To a small extent,3.65,3,3,2.666666667,2.666666667,3
5,3,3,5,4,5,5,4,2,3,3,4,3,4,4,3,3,1,1,5,2,3,2,2,3,4,1,2,3,5,4,Female,Yes,Yes,Other,College,Non-STEM,Junior,International,To a small extent,3.79,4.166666667,3.5,3,2.5,3.142857143
2,4,3,2,1,1,5,4,3,3,5,4,1,1,2,3,5,1,4,1,5,2,3,1,5,1,2,4,1,5,3,Male,No,Yes,Asian,Graduate,STEM,Sophomore,Domestic,To a small extent,3.07,2.166666667,4,2.166666667,2.666666667,3
5,3,4,4,5,3,3,1,1,3,5,5,1,4,1,5,2,3,3,4,3,3,3,4,3,4,5,2,1,2,5,Female,Yes,No,Latino,Less than College,Non-STEM,Freshman,International,To a small extent,3.67,4,3,2.666666667,3.333333333,3.142857143
4,3,1,4,1,3,2,4,3,4,5,5,4,2,4,1,5,2,4,3,5,2,3,4,2,1,5,1,1,4,4,Male,No,No,Asian,Less than College,Non-STEM,Senior,Domestic,To a large extent,2.95,2.666666667,3.833333333,3,3.5,2.571428571
5,3,5,4,2,4,3,5,5,4,5,4,5,4,5,3,3,3,1,1,2,5,3,3,2,2,4,2,4,5,5,Male,No,No,Latino,Less than College,STEM,Sophomore,International,To some extent,3.37,3.833333333,4.333333333,3.833333333,2.5,3.428571429
4,5,1,1,1,5,3,2,1,4,4,5,2,5,1,1,2,2,2,5,3,4,3,3,1,2,1,5,3,5,3,Male,Yes,Yes,White,College,Non-STEM,Junior,International,To a small extent,3.52,2.833333333,3.166666667,2.166666667,3.333333333,2.857142857
2,3,2,1,3,3,2,1,5,1,3,5,1,2,1,5,5,1,1,2,5,1,5,4,4,2,3,1,2,3,4,Female,Yes,Yes,Asian,College,STEM,Sophomore,Domestic,To a small extent,3.39,2.333333333,2.833333333,2.5,3,2.714285714
5,2,4,5,1,1,4,4,4,1,3,3,1,2,1,5,1,1,5,5,3,3,1,5,4,3,4,4,3,1,4,Male,Yes,Yes,Latino,Less than College,STEM,Junior,Domestic,To some extent,3.11,3,3.166666667,1.833333333,3.666666667,3.285714286
4,5,1,2,2,4,5,2,4,4,1,1,3,2,5,5,3,1,1,5,4,2,1,5,2,1,3,2,3,5,3,Female,Yes,Yes,White,Graduate,Non-STEM,Senior,Domestic,To some extent,4,3,2.833333333,3.166666667,3,2.714285714
4,4,1,4,3,1,3,5,2,5,3,5,1,5,2,2,4,4,3,3,4,3,5,2,1,2,1,5,1,5,3,Male,Yes,Yes,White,Less than College,Non-STEM,Senior,International,To a large extent,2.77,2.833333333,3.833333333,3,3.333333333,2.571428571
4,1,1,4,1,4,5,1,4,4,4,4,2,3,4,5,3,4,4,2,5,4,2,5,1,4,5,2,4,3,5,Male,Yes,Yes,African American,Less than College,Non-STEM,Junior,International,To some extent,2.38,2.5,3.666666667,3.5,3.666666667,3.428571429
4,5,4,5,3,1,5,3,1,5,4,3,4,5,1,1,1,2,4,1,2,2,4,3,3,1,2,4,3,1,2,Female,Yes,No,African American,College,Non-STEM,Freshman,Domestic,To a large extent,3.75,3.666666667,3.5,2.333333333,2.666666667,2.285714286
5,2,3,2,3,5,4,5,2,4,3,4,3,5,2,1,4,5,1,2,1,1,5,2,1,3,5,5,3,2,1,Male,Yes,No,Latino,Graduate,STEM,Junior,Domestic,To a large extent,3.57,3.333333333,3.666666667,3.333333333,2,2.857142857
1,1,3,4,1,4,3,5,3,3,1,5,1,2,1,2,4,2,1,2,4,3,4,1,1,3,4,2,5,5,5,Male,No,No,Asian,Less than College,STEM,Sophomore,Domestic,To a large extent,3.94,2.333333333,3.333333333,2,2.5,3.571428571
3,5,4,1,4,3,3,5,5,1,3,1,1,4,3,3,2,2,1,1,5,5,4,2,2,5,2,3,1,4,5,Female,Yes,No,Latino,College,Non-STEM,Senior,Domestic,To some extent,3.35,3.333333333,3,2.5,3,3.142857143
4,2,3,4,2,4,4,4,5,4,1,5,5,1,4,2,3,4,5,5,3,1,1,5,1,1,2,4,5,3,2,Female,No,No,African American,Graduate,STEM,Junior,International,To a small extent,3.32,3.166666667,3.833333333,3.166666667,3.333333333,2.571428571
1,4,3,3,5,1,5,3,5,2,3,2,5,3,3,5,5,1,3,4,4,1,4,5,5,3,3,5,4,3,5,Male,Yes,Yes,Asian,College,Non-STEM,Sophomore,Domestic,To a small extent,2.81,2.833333333,3.333333333,3.666666667,3.5,4
5,1,2,1,5,5,3,2,2,2,3,5,2,4,2,4,4,3,1,1,5,1,4,4,3,2,5,2,2,5,5,Female,Yes,No,White,Less than College,STEM,Sophomore,Domestic,To some extent,3.09,3.166666667,2.833333333,3.166666667,2.666666667,3.428571429
2,5,1,3,5,3,3,2,5,1,4,1,4,2,5,3,5,3,2,5,2,1,1,2,4,4,2,5,2,2,4,Female,No,Yes,African American,Less than College,Non-STEM,Junior,International,To a small extent,2.95,3.166666667,2.666666667,3.666666667,2.166666667,3.285714286
4,4,4,1,5,3,3,5,3,4,3,4,3,5,4,5,5,3,1,2,3,2,4,1,2,2,3,1,1,1,2,Male,Yes,Yes,Asian,Graduate,Non-STEM,Junior,International,To a small extent,3.03,3.5,3.666666667,4.166666667,2.166666667,1.714285714
1,5,3,4,3,3,1,5,2,2,4,1,1,5,4,4,3,1,5,3,5,3,5,5,4,4,4,5,3,3,3,Female,Yes,No,African American,Graduate,Non-STEM,Freshman,Domestic,To a small extent,3.17,3.166666667,2.5,3,4.333333333,3.714285714
1,2,2,2,4,1,5,3,4,2,4,1,3,2,4,5,3,3,4,3,5,5,1,5,1,3,5,1,2,5,5,Male,No,Yes,African American,College,STEM,Freshman,International,To some extent,3.15,2,3.166666667,3.333333333,3.833333333,3.142857143
2,5,3,4,4,1,1,3,5,5,3,4,2,1,1,3,3,5,5,2,1,1,4,2,4,5,5,3,5,3,3,Female,No,No,White,Graduate,STEM,Junior,Domestic,To a small extent,3.35,3.166666667,3.5,2.5,2.5,4
1,2,3,1,5,2,3,2,2,3,5,3,5,3,3,3,5,1,4,3,2,2,1,1,1,2,4,1,2,2,2,Male,No,No,African American,College,STEM,Freshman,Domestic,To a small extent,2.79,2.333333333,3,3.333333333,2.166666667,2
1,2,2,3,3,5,5,4,3,1,2,2,2,3,2,1,2,5,2,5,4,3,2,4,5,5,3,1,3,3,2,Female,Yes,Yes,Asian,Less than College,STEM,Senior,Domestic,To some extent,3.38,2.666666667,2.833333333,2.5,3.333333333,3.142857143
3,4,1,2,4,3,1,2,2,4,2,1,1,1,5,3,1,5,1,4,1,1,1,3,2,3,5,3,2,1,3,Female,Yes,No,Other,College,Non-STEM,Sophomore,Domestic,To some extent,3.91,2.833333333,2,2.666666667,1.833333333,2.714285714
5,3,2,5,2,4,4,4,1,3,1,2,5,4,2,4,1,2,4,4,4,3,1,5,4,2,1,3,1,1,2,Female,Yes,Yes,Other,Graduate,Non-STEM,Senior,Domestic,To a large extent,3.17,3.5,2.5,3,3.5,2
2,5,1,5,3,3,4,1,2,2,1,4,2,5,4,3,4,5,1,5,1,1,2,2,1,2,1,1,2,5,2,Female,No,No,Other,Graduate,Non-STEM,Junior,International,To a large extent,3.54,3.166666667,2.333333333,3.833333333,2,2
4,5,2,4,2,4,4,1,5,3,1,3,1,2,4,5,5,5,3,3,5,5,4,4,5,4,4,2,3,5,5,Female,No,Yes,Other,College,Non-STEM,Sophomore,International,To some extent,3.36,3.5,2.833333333,3.666666667,4,4
3,3,4,2,2,5,4,5,3,2,3,3,2,3,1,1,4,2,2,5,2,1,5,5,2,3,4,5,1,1,4,Male,Yes,No,Latino,Graduate,STEM,Freshman,International,To a small extent,3.62,3.166666667,3.333333333,2.166666667,3.333333333,2.857142857
4,3,2,5,5,5,1,5,1,2,1,3,2,1,4,4,4,2,1,1,5,5,2,1,4,5,5,4,2,4,2,Female,No,Yes,Latino,Graduate,Non-STEM,Sophomore,Domestic,To a large extent,3.08,4,2.166666667,2.833333333,2.5,3.714285714
3,1,5,2,4,1,2,4,3,4,4,4,4,5,4,1,3,2,1,2,1,2,1,1,4,4,2,1,5,5,4,Male,Yes,No,Asian,College,STEM,Junior,International,To a large extent,3.11,2.666666667,3.5,3.166666667,1.333333333,3.571428571
1,5,1,2,1,5,5,3,2,2,1,1,4,4,2,1,2,3,4,5,2,1,1,2,1,1,5,4,2,1,3,Male,Yes,No,Asian,Graduate,STEM,Junior,International,To some extent,3.41,2.5,2.333333333,2.666666667,2.5,2.428571429
2,5,5,3,5,4,5,4,4,3,4,2,4,4,2,2,5,3,3,4,3,2,2,2,5,3,3,2,2,4,1,Male,Yes,Yes,Asian,Graduate,STEM,Senior,Domestic,To a large extent,3.12,4,3.666666667,3.333333333,2.666666667,2.857142857
3,5,1,4,2,5,3,4,4,2,5,4,4,1,5,5,4,5,5,2,2,1,3,5,5,5,2,5,5,2,4,Female,No,Yes,African American,Less than College,STEM,Junior,International,To a large extent,3.1,3.333333333,3.666666667,4,3,4
1,4,2,2,2,3,3,4,2,2,4,5,2,2,2,4,5,2,4,3,4,4,1,2,5,5,3,4,5,2,2,Female,No,No,Asian,Less than College,STEM,Senior,International,To some extent,2.76,2.333333333,3.333333333,2.833333333,3,3.714285714
3,1,1,4,3,1,2,5,5,4,3,1,5,1,4,1,2,4,5,4,4,5,5,5,1,2,3,3,2,2,4,Male,No,Yes,Other,Less than College,STEM,Junior,International,To a large extent,3.19,2.166666667,3.333333333,2.833333333,4.666666667,2.428571429
5,4,1,1,5,2,3,4,3,3,4,2,5,5,5,1,1,4,5,1,2,2,5,4,3,2,2,5,1,5,5,Male,No,No,Latino,Graduate,STEM,Freshman,Domestic,To a large extent,3.2,3,3.166666667,3.5,3.166666667,3.285714286
2,1,2,1,1,5,4,4,4,5,3,1,2,4,2,2,5,5,3,1,1,4,5,5,4,2,1,4,5,5,3,Female,Yes,Yes,Latino,College,STEM,Freshman,International,To a small extent,2.65,2,3.5,3.333333333,3.166666667,3.428571429
5,5,2,2,2,3,1,1,4,1,2,5,3,3,3,1,1,1,3,4,1,2,4,5,3,5,4,3,3,1,5,Female,No,Yes,Other,Less than College,Non-STEM,Sophomore,Domestic,To some extent,3.65,3.166666667,2.333333333,2,3.166666667,3.428571429
4,2,4,5,2,1,2,4,2,5,3,1,2,1,4,1,5,5,3,4,5,4,4,1,4,5,5,2,4,2,1,Male,No,Yes,White,Less than College,Non-STEM,Sophomore,International,To a large extent,2.34,3,2.833333333,3,3.5,3.285714286
5,2,3,4,3,4,2,5,4,4,2,1,5,3,1,3,3,5,2,1,3,4,2,2,4,2,3,1,5,2,3,Male,No,No,White,Graduate,STEM,Senior,International,To a large extent,3.03,3.5,3,3.333333333,2.333333333,2.857142857
1,5,4,5,5,3,1,2,1,4,3,1,4,1,3,3,3,1,3,5,5,1,4,5,2,5,4,2,5,1,3,Male,Yes,Yes,Asian,College,STEM,Freshman,International,To some extent,2.84,3.833333333,2,2.5,3.833333333,3.142857143
4,4,2,3,2,1,3,3,2,5,3,1,2,3,4,5,5,1,1,4,4,3,3,3,2,2,1,3,3,5,3,Female,No,Yes,Other,College,STEM,Junior,Domestic,To a small extent,3.63,2.666666667,2.833333333,3.333333333,3,2.714285714
4,4,1,1,5,5,5,2,4,1,1,2,2,5,3,1,1,3,2,1,4,5,4,5,1,4,2,5,1,3,5,Female,Yes,Yes,Latino,College,Non-STEM,Freshman,Domestic,To a large extent,3.16,3.333333333,2.5,2.5,3.5,3
4,3,4,4,3,3,4,4,1,2,5,3,4,2,1,4,1,4,3,3,2,5,3,5,2,3,4,4,2,3,3,Female,Yes,No,White,Graduate,Non-STEM,Freshman,International,To some extent,3.01,3.5,3.166666667,2.666666667,3.5,3
2,2,4,2,2,1,5,3,2,5,3,3,4,1,2,4,1,3,5,1,4,3,5,2,5,2,3,3,2,4,5,Male,No,Yes,Other,College,STEM,Senior,International,To a small extent,3.13,2.166666667,3.5,2.5,3.333333333,3.428571429
4,2,1,1,1,4,3,5,1,1,2,1,1,1,5,1,2,5,5,1,4,2,4,1,2,1,2,4,4,4,1,Female,No,No,Asian,Less than College,Non-STEM,Junior,International,To a large extent,2.75,2.166666667,2.166666667,2.5,2.833333333,2.571428571
5,5,2,1,4,5,4,4,3,4,1,1,1,1,2,3,3,5,4,2,3,4,1,1,3,4,2,5,3,3,3,Female,Yes,No,Latino,College,Non-STEM,Senior,International,To a large extent,2.98,3.666666667,2.833333333,2.5,2.5,3.285714286
4,1,2,4,5,2,4,5,3,3,1,2,3,2,4,4,5,4,1,3,3,2,5,2,4,3,5,5,4,3,2,Male,Yes,No,White,Graduate,STEM,Freshman,International,To a small extent,3.42,3,3,3.666666667,2.666666667,3.714285714
2,3,2,5,1,3,4,2,3,5,2,1,5,4,3,5,3,1,3,3,3,5,5,2,3,2,4,3,5,4,4,Male,No,Yes,Latino,Less than College,Non-STEM,Senior,International,To a large extent,2.97,2.666666667,2.833333333,3.5,3.5,3.571428571
3,5,4,1,5,1,4,5,4,4,1,5,1,1,3,5,2,5,4,1,4,4,4,2,4,2,5,3,2,2,3,Male,No,Yes,Asian,College,STEM,Sophomore,International,To a large extent,3.11,3.166666667,3.833333333,2.833333333,3.166666667,3
2,4,3,3,1,4,4,4,1,1,1,5,1,2,1,4,3,5,2,1,3,3,1,5,3,2,2,1,4,1,3,Male,Yes,No,Other,College,STEM,Sophomore,International,To some extent,3.08,2.833333333,2.666666667,2.666666667,2.5,2.285714286
2,5,2,3,1,5,1,3,4,3,5,4,2,5,2,1,1,5,2,2,1,3,2,4,2,4,3,1,3,5,1,Female,Yes,Yes,Other,Graduate,Non-STEM,Junior,International,To some extent,2.94,3,3.333333333,2.666666667,2.333333333,2.714285714
5,2,4,3,4,4,4,2,2,3,4,2,5,5,1,4,3,5,4,4,1,1,2,2,1,5,4,1,3,1,2,Female,No,No,Other,Less than College,STEM,Junior,International,To some extent,3.67,3.666666667,2.833333333,3.833333333,2.333333333,2.428571429
3,2,3,2,4,3,3,4,2,2,1,4,3,5,2,4,2,5,3,3,1,3,4,4,1,4,4,2,1,1,2,Male,No,Yes,White,Graduate,Non-STEM,Senior,International,To some extent,2.84,2.833333333,2.666666667,3.5,3,2.142857143
1,4,5,2,2,4,1,4,4,1,2,2,2,5,1,4,4,5,2,3,3,4,4,1,2,5,4,1,2,1,1,Female,No,No,White,College,STEM,Junior,Domestic,To a small extent,3.11,3,2.333333333,3.5,2.833333333,2.285714286
4,4,2,2,4,4,4,5,2,2,5,1,5,1,1,2,5,2,4,4,2,2,1,2,2,5,1,1,1,2,1,Male,Yes,No,White,Graduate,STEM,Junior,International,To a large extent,2.72,3.333333333,3.166666667,2.666666667,2.5,1.857142857
4,1,3,5,4,3,2,4,1,3,4,5,2,5,3,3,4,2,2,4,1,2,1,4,4,2,5,4,4,4,2,Female,Yes,Yes,Latino,Graduate,STEM,Junior,International,To some extent,3.51,3.333333333,3.166666667,3.166666667,2.333333333,3.571428571
5,3,4,1,4,4,2,5,1,3,5,5,4,5,5,1,4,4,3,1,2,5,5,5,1,5,1,4,4,3,4,Female,Yes,No,African American,Graduate,Non-STEM,Sophomore,International,To a small extent,2.64,3.5,3.5,3.833333333,3.5,3.142857143
1,2,3,5,2,2,4,2,2,4,5,1,1,1,4,1,3,1,2,5,1,4,4,2,2,2,4,2,3,2,3,Male,No,No,Other,Less than College,Non-STEM,Senior,Domestic,To a small extent,3.06,2.5,3,1.833333333,3,2.571428571
3,2,1,4,1,1,2,2,2,5,1,4,5,2,2,1,3,4,5,3,4,5,5,1,4,2,5,5,2,1,3,Female,Yes,No,African American,Graduate,STEM,Senior,International,To some extent,2.85,2,2.666666667,2.833333333,3.833333333,3.142857143
2,3,2,1,3,4,2,5,2,4,2,2,1,2,4,2,2,2,5,2,5,3,5,1,3,4,1,3,5,1,3,Female,Yes,Yes,Asian,College,STEM,Sophomore,Domestic,To a small extent,4,2.5,2.833333333,2.166666667,3.5,2.857142857
4,2,4,3,5,2,1,2,5,1,5,1,4,4,3,5,5,2,5,1,2,3,5,1,2,3,5,5,3,3,1,Female,Yes,No,Asian,College,STEM,Senior,International,To some extent,3.42,3.333333333,2.5,3.833333333,2.833333333,3.142857143
3,2,5,3,2,5,5,4,1,1,1,2,5,2,5,2,2,1,1,1,4,4,2,1,5,4,4,4,4,4,4,Male,No,No,Latino,College,Non-STEM,Sophomore,International,To some extent,3.04,3.333333333,2.333333333,2.833333333,2.166666667,4.142857143
5,2,4,1,1,5,2,2,5,2,2,1,2,5,5,5,3,1,1,1,4,4,5,4,2,5,3,5,1,2,5,Male,Yes,No,White,Graduate,Non-STEM,Junior,International,To a small extent,3.31,3,2.333333333,3.5,3.166666667,3.285714286
2,2,1,4,3,3,1,1,5,5,5,4,1,4,3,2,5,1,1,3,3,3,2,3,2,3,5,5,4,1,3,Male,Yes,No,Asian,College,Non-STEM,Senior,International,To some extent,3.19,2.5,3.5,2.666666667,2.5,3.285714286
5,4,2,3,3,2,1,2,2,1,2,3,3,4,3,2,2,5,2,5,3,4,1,2,4,1,2,4,2,2,2,Male,No,Yes,African American,College,STEM,Sophomore,International,To a large extent,2.37,3.166666667,1.833333333,3.166666667,2.833333333,2.428571429
2,5,1,4,1,1,3,2,5,3,5,5,4,2,4,5,3,5,2,2,5,2,4,2,4,2,4,1,4,1,3,Female,Yes,No,Other,College,Non-STEM,Sophomore,International,To some extent,3.74,2.333333333,3.833333333,3.833333333,2.833333333,2.714285714
2,1,2,5,4,2,2,4,4,1,4,5,5,2,3,4,1,3,5,1,2,2,3,3,2,5,3,2,2,5,1,Female,Yes,No,African American,Less than College,Non-STEM,Junior,International,To a large extent,3.51,2.666666667,3.333333333,3,2.666666667,2.857142857
4,4,4,4,5,5,5,2,3,3,4,2,4,2,3,1,1,4,2,1,4,5,2,1,2,3,2,2,3,5,3,Male,No,No,Asian,Graduate,STEM,Sophomore,International,To a large extent,3,4.333333333,3.166666667,2.5,2.5,2.857142857
5,1,4,5,3,4,2,1,2,5,3,3,1,2,2,1,5,3,3,2,1,5,2,5,4,1,2,4,2,5,1,Male,Yes,Yes,Latino,College,Non-STEM,Freshman,International,To a small extent,2.71,3.666666667,2.666666667,2.333333333,3,2.714285714
3,5,2,3,5,4,2,5,1,1,5,4,2,5,3,3,5,4,4,1,3,3,4,3,5,4,1,4,5,1,5,Female,Yes,No,White,College,STEM,Sophomore,Domestic,To a large extent,3.61,3.666666667,3,3.666666667,3,3.571428571
3,1,2,2,4,5,4,2,3,1,3,4,3,4,5,1,2,5,5,4,2,2,5,3,4,4,3,5,2,2,5,Female,No,No,Latino,College,STEM,Sophomore,Domestic,To a small extent,3.24,2.833333333,2.833333333,3.333333333,3.5,3.571428571
4,5,5,3,1,3,3,4,5,4,2,4,5,4,2,2,1,1,2,1,1,4,3,3,4,3,4,5,5,5,3,Male,Yes,Yes,Latino,College,STEM,Senior,Domestic,To some extent,3.23,3.5,3.666666667,2.5,2.333333333,4.142857143
1,5,1,4,3,5,2,5,2,4,1,3,2,3,5,3,2,2,1,5,2,2,4,3,4,5,3,5,4,3,5,Female,No,No,White,College,Non-STEM,Junior,Domestic,To a large extent,3.78,3.166666667,2.833333333,2.833333333,2.833333333,4.142857143
2,4,4,1,5,5,1,2,5,2,1,5,3,5,2,4,1,3,4,2,3,2,3,3,1,1,4,2,4,5,5,Male,No,No,Latino,Less than College,Non-STEM,Freshman,International,To a small extent,3.18,3.5,2.666666667,3,2.833333333,3.142857143
2,1,1,4,4,1,4,3,5,4,5,5,3,4,3,5,1,5,4,2,5,3,3,1,3,5,5,2,5,4,2,Male,Yes,Yes,Asian,Graduate,Non-STEM,Freshman,International,To a small extent,3.56,2.166666667,4.333333333,3.5,3,3.714285714
3,5,4,4,2,5,3,5,2,4,4,3,4,3,2,3,3,1,4,5,5,2,2,1,3,3,1,3,2,3,3,Female,No,No,Latino,College,STEM,Freshman,International,To a small extent,3.56,3.833333333,3.5,2.666666667,3.166666667,2.571428571
3,4,5,4,1,3,1,3,1,4,1,1,3,3,4,3,4,2,4,5,4,1,3,1,3,1,3,1,5,3,1,Male,No,No,African American,Less than College,Non-STEM,Junior,International,To a large extent,3.36,3.333333333,1.833333333,3.166666667,3,2.428571429
1,3,2,5,3,3,1,3,1,4,3,4,3,3,1,2,5,2,3,4,2,4,4,1,3,5,3,3,4,4,1,Female,Yes,No,Other,Less than College,Non-STEM,Junior,Domestic,To some extent,3.66,2.833333333,2.666666667,2.666666667,3,3.285714286
5,1,3,5,1,1,3,2,2,2,3,4,2,5,5,1,4,5,3,2,1,1,3,1,3,4,4,5,3,5,4,Male,Yes,Yes,White,College,STEM,Senior,International,To a small extent,2.98,2.666666667,2.666666667,3.666666667,1.833333333,4
1,4,2,1,1,4,3,4,5,3,1,2,1,1,2,1,1,5,3,5,4,4,2,2,2,4,4,2,2,1,1,Female,No,No,Latino,College,Non-STEM,Senior,International,To some extent,2.75,2.166666667,3,1.833333333,3.333333333,2.285714286
